Order ID,Customer ID,Order Date,Category,Region,Sales Amount
ORD_001030,CUST_0123,2024-03-08,Grocery,South,11075.5
ORD_001031,CUST_0123,2024-04-15,Home,West,3752.26
ORD_001032,CUST_0123,2023-06-30,Grocery,West,11257.5
ORD_001033,CUST_0123,2023-09-05,Electronics,North,6628.12
ORD_001034,CUST_0123,2024-09-19,Fashion,South,5216.78
ORD_001035,CUST_0123,2023-10-06,Electronics,West,12343.3
ORD_001036,CUST_0123,2024-08-03,Fashion,North,5878.64
ORD_001037,CUST_0123,2023-09-11,Grocery,East,12197.06
ORD_001038,CUST_0123,2023-06-30,Grocery,West,11436.6
ORD_001039,CUST_0124,2023-11-06,Grocery,South,11819.16
ORD_001040,CUST_0124,2024-10-22,Electronics,North,14307.22
ORD_001041,CUST_0124,2023-09-29,Fashion,South,4347.23
ORD_001042,CUST_0124,2024-07-24,Home,West,4800.12
ORD_001043,CUST_0124,2023-07-21,Electronics,East,11505.58
ORD_001044,CUST_0124,2023-02-01,Fashion,North,7950.89
ORD_001045,CUST_0125,2024-07-16,Grocery,East,2314.32
ORD_001046,CUST_0125,2023-03-22,Electronics,South,5496.76
ORD_001047,CUST_0125,2024-05-03,Fashion,East,1252.48
ORD_001048,CUST_0125,2023-03-29,Electronics,North,3594.2
ORD_001049,CUST_0125,2023-07-13,Home,West,2781.23
ORD_001050,CUST_0125,2023-04-14,Electronics,East,11588.43
ORD_001051,CUST_0125,2023-04-06,Home,East,6812.2
ORD_001052,CUST_0125,2024-02-27,Home,North,5023.77
ORD_001053,CUST_0125,2023-07-17,Fashion,East,7846.75
ORD_001054,CUST_0125,2023-01-01,Home,West,13645.3
ORD_001055,CUST_0126,2023-02-12,Home,South,10703.65
ORD_001056,CUST_0126,2024-02-23,Fashion,South,6846.09
ORD_001057,CUST_0127,2023-11-11,Grocery,West,13008.29
ORD_001058,CUST_0127,2023-06-17,Electronics,West,12100.05
ORD_001059,CUST_0127,2023-12-05,Grocery,East,6250.03
ORD_001060,CUST_0127,2023-07-12,Grocery,East,13046.79
ORD_001061,CUST_0127,2024-03-28,Home,East,4991.92
ORD_001062,CUST_0128,2024-05-28,Fashion,West,14737.63
ORD_001063,CUST_0128,2024-01-11,Grocery,South,4088.9
ORD_001064,CUST_0128,2023-01-22,Home,West,3210.26
ORD_001065,CUST_0128,2023-11-09,Home,South,6164.89
ORD_001066,CUST_0128,2024-06-02,Electronics,East,6469.0
ORD_001067,CUST_0128,2023-07-25,Fashion,North,6742.83
ORD_001068,CUST_0128,2024-01-10,Home,South,9279.82
ORD_001069,CUST_0128,2024-03-26,Home,East,5659.89
ORD_001070,CUST_0129,2024-05-03,Grocery,South,3478.32
ORD_001071,CUST_0129,2023-01-19,Grocery,West,14739.72
ORD_001072,CUST_0129,2023-07-16,Home,South,11135.56
ORD_001073,CUST_0130,2024-06-09,Grocery,South,13763.6
ORD_001074,CUST_0130,2023-08-03,Home,South,7026.69
ORD_001075,CUST_0130,2024-02-07,Fashion,North,1995.26
ORD_001076,CUST_0130,2023-05-08,Fashion,North,14694.88
ORD_001077,CUST_0130,2024-04-21,Electronics,North,3252.32
ORD_001078,CUST_0130,2024-02-08,Home,North,3464.39
ORD_001079,CUST_0130,2023-01-29,Electronics,West,1573.61
ORD_001080,CUST_0130,2023-12-04,Grocery,South,7993.45
ORD_001081,CUST_0131,2023-07-27,Fashion,South,2587.16
ORD_001082,CUST_0131,2024-05-28,Grocery,East,2995.6
ORD_001083,CUST_0131,2024-09-27,Grocery,South,1490.84
ORD_001084,CUST_0131,2024-08-08,Electronics,South,10589.06
ORD_001085,CUST_0132,2024-08-18,Electronics,South,10704.99
ORD_001086,CUST_0132,2024-04-27,Fashion,East,8673.07
ORD_001087,CUST_0132,2024-01-02,Electronics,North,10244.81
ORD_001088,CUST_0132,2024-02-18,Fashion,North,8123.47
ORD_001089,CUST_0133,2024-05-22,Electronics,East,11698.36
ORD_001090,CUST_0133,2023-09-15,Home,South,5916.54
ORD_001091,CUST_0133,2024-02-17,Electronics,West,9598.56
ORD_001092,CUST_0133,2024-03-27,Electronics,West,14075.87
ORD_001093,CUST_0133,2023-03-06,Electronics,West,14124.95
ORD_001094,CUST_0133,2024-08-17,Fashion,West,11023.03
ORD_001095,CUST_0133,2023-06-03,Fashion,South,11221.42
ORD_001096,CUST_0133,2023-09-23,Fashion,West,10142.42
ORD_001097,CUST_0133,2023-03-20,Fashion,South,11270.96
ORD_001098,CUST_0133,2023-11-11,Fashion,East,13405.83
ORD_001099,CUST_0133,2024-10-23,Electronics,East,12204.25
ORD_001100,CUST_0133,2024-07-13,Grocery,East,12350.16
ORD_001101,CUST_0134,2023-03-14,Home,West,699.31
ORD_001102,CUST_0134,2023-09-05,Grocery,North,3608.89
ORD_001103,CUST_0134,2023-02-12,Electronics,East,4089.62
ORD_001104,CUST_0134,2024-01-12,Home,East,7154.64
ORD_001105,CUST_0134,2023-02-10,Grocery,South,9297.61
ORD_001106,CUST_0134,2023-06-19,Grocery,West,1676.66
ORD_001107,CUST_0134,2023-07-31,Home,East,12658.13
ORD_001108,CUST_0134,2024-05-07,Fashion,East,12433.27
ORD_001109,CUST_0134,2023-02-08,Grocery,East,8391.68
ORD_001110,CUST_0134,2024-01-04,Fashion,East,9443.36
ORD_001111,CUST_0134,2023-05-31,Electronics,East,11199.8
ORD_001112,CUST_0134,2023-04-21,Fashion,West,1492.65
ORD_001113,CUST_0135,2023-03-14,Fashion,East,9750.34
ORD_001114,CUST_0135,2024-05-23,Fashion,South,7741.76
ORD_001115,CUST_0135,2024-01-25,Fashion,West,2593.62
ORD_001116,CUST_0135,2024-09-10,Grocery,West,6581.15
ORD_001117,CUST_0135,2023-10-22,Grocery,South,11883.92
ORD_001118,CUST_0135,2024-01-04,Fashion,North,3415.93
ORD_001119,CUST_0135,2024-07-02,Fashion,West,6410.68
ORD_001120,CUST_0135,2024-10-10,Grocery,South,910.51
ORD_001121,CUST_0135,2024-07-21,Home,East,4575.05
ORD_001122,CUST_0135,2023-07-06,Grocery,South,666.64
ORD_001123,CUST_0135,2024-03-20,Electronics,North,13898.39
ORD_001124,CUST_0136,2024-10-06,Home,East,2101.26
ORD_001125,CUST_0136,2023-01-21,Electronics,North,4992.2
ORD_001126,CUST_0136,2023-08-30,Home,East,7967.58
ORD_001127,CUST_0136,2024-03-30,Grocery,North,5674.85
ORD_001128,CUST_0136,2024-09-12,Grocery,South,12514.06
ORD_001129,CUST_0136,2023-10-30,Electronics,North,4963.04
ORD_001130,CUST_0137,2024-01-24,Electronics,North,1625.79
ORD_001131,CUST_0137,2024-07-01,Electronics,East,5558.91
ORD_001132,CUST_0137,2024-09-13,Electronics,South,12020.04
ORD_001133,CUST_0137,2023-06-26,Grocery,North,5499.33
ORD_001134,CUST_0137,2023-12-28,Home,East,6510.48
ORD_001135,CUST_0137,2023-11-10,Grocery,South,4791.17
ORD_001136,CUST_0137,2023-04-07,Grocery,North,6460.86
ORD_001137,CUST_0137,2023-08-01,Home,South,6079.65
ORD_001138,CUST_0138,2023-02-14,Home,South,4803.41
ORD_001139,CUST_0138,2024-02-05,Fashion,North,5505.83
ORD_001140,CUST_0138,2023-09-04,Fashion,East,11120.0
ORD_001141,CUST_0138,2024-09-07,Grocery,South,2261.68
ORD_001142,CUST_0138,2024-08-19,Grocery,West,8941.09
ORD_001143,CUST_0138,2024-03-25,Fashion,North,3572.47
ORD_001144,CUST_0138,2024-04-29,Grocery,South,2920.5
ORD_001145,CUST_0138,2024-10-07,Grocery,South,4380.21
ORD_001146,CUST_0139,2024-01-17,Grocery,North,6719.69
ORD_001147,CUST_0139,2024-02-16,Grocery,East,10598.23
ORD_001148,CUST_0139,2024-10-25,Grocery,South,2989.56
ORD_001149,CUST_0139,2024-08-06,Fashion,South,6473.39
ORD_001150,CUST_0139,2023-12-29,Fashion,North,9655.57
ORD_001151,CUST_0139,2024-05-23,Home,East,2173.22
ORD_001152,CUST_0139,2023-05-17,Electronics,North,2199.46
ORD_001153,CUST_0140,2023-10-22,Electronics,East,1501.17
ORD_001154,CUST_0140,2024-10-01,Electronics,East,8629.84
ORD_001155,CUST_0140,2023-10-09,Electronics,East,10485.16
ORD_001156,CUST_0140,2023-01-17,Home,West,644.69
ORD_001157,CUST_0140,2023-03-12,Home,North,8267.02
ORD_001158,CUST_0140,2023-09-26,Electronics,North,12410.13
ORD_001159,CUST_0140,2023-11-21,Home,North,7533.87
ORD_001160,CUST_0140,2023-11-01,Grocery,South,11977.59
ORD_001161,CUST_0140,2024-03-26,Fashion,North,3159.91
ORD_001162,CUST_0140,2023-01-07,Fashion,North,13297.12
ORD_001163,CUST_0140,2023-11-10,Grocery,East,1597.65
ORD_001164,CUST_0140,2023-04-13,Fashion,North,12151.3
ORD_001165,CUST_0140,2023-07-12,Grocery,West,3450.35
ORD_001166,CUST_0140,2024-07-27,Home,West,13221.58
ORD_001167,CUST_0141,2023-07-04,Grocery,East,5582.55
ORD_001168,CUST_0141,2023-10-19,Home,West,1496.35
ORD_001169,CUST_0141,2023-12-01,Fashion,West,7231.46
ORD_001170,CUST_0141,2023-04-26,Home,East,10022.58
ORD_001171,CUST_0141,2023-02-18,Grocery,West,621.27
ORD_001172,CUST_0141,2023-03-23,Grocery,South,10094.42
ORD_001173,CUST_0141,2023-11-29,Electronics,North,577.05
ORD_001174,CUST_0141,2024-07-10,Home,South,11705.74
ORD_001175,CUST_0141,2023-12-01,Grocery,West,1463.72
ORD_001176,CUST_0141,2024-06-15,Home,North,8963.85
ORD_001177,CUST_0141,2023-08-09,Electronics,West,11400.33
ORD_001178,CUST_0141,2024-09-26,Grocery,West,8011.12
ORD_001179,CUST_0141,2023-11-19,Electronics,East,10231.78
ORD_001180,CUST_0142,2024-06-24,Fashion,South,4950.12
ORD_001181,CUST_0142,2024-07-24,Electronics,North,10835.28
ORD_001182,CUST_0142,2024-08-05,Home,West,9033.32
ORD_001183,CUST_0142,2023-04-02,Electronics,West,9196.68
ORD_001184,CUST_0142,2023-09-22,Fashion,South,13095.27
ORD_001185,CUST_0142,2023-08-08,Fashion,West,11313.42
ORD_001186,CUST_0142,2024-03-17,Home,North,8977.69
ORD_001187,CUST_0142,2024-02-05,Fashion,West,6935.96
ORD_001188,CUST_0142,2024-02-04,Grocery,South,14398.22
ORD_001189,CUST_0142,2024-07-29,Electronics,West,8465.47
ORD_001190,CUST_0142,2024-05-04,Electronics,East,9733.04
ORD_001191,CUST_0142,2024-04-29,Grocery,South,3763.11
ORD_001192,CUST_0142,2024-04-14,Fashion,North,12475.81
ORD_001193,CUST_0143,2024-01-13,Home,East,14757.93
ORD_001194,CUST_0143,2024-09-13,Home,West,11718.11
ORD_001195,CUST_0143,2024-08-08,Home,West,2683.82
ORD_001196,CUST_0143,2024-03-12,Home,North,7227.86
ORD_001197,CUST_0143,2023-07-26,Fashion,South,6520.99
ORD_001198,CUST_0143,2024-01-23,Home,East,12452.74
ORD_001199,CUST_0144,2023-04-30,Electronics,West,14525.32
ORD_001200,CUST_0144,2023-08-05,Grocery,West,13594.86
ORD_001201,CUST_0144,2023-02-25,Electronics,East,12119.55
ORD_001202,CUST_0144,2024-01-01,Electronics,South,582.92
ORD_001203,CUST_0144,2024-05-18,Grocery,East,8781.85
ORD_001204,CUST_0144,2024-03-30,Home,North,5112.51
ORD_001205,CUST_0144,2023-04-14,Grocery,West,13429.81
ORD_001206,CUST_0144,2023-03-18,Electronics,East,6387.17
ORD_001207,CUST_0144,2023-08-18,Fashion,East,1663.22
ORD_001208,CUST_0144,2023-09-15,Electronics,East,728.27
ORD_001209,CUST_0144,2023-09-21,Grocery,South,13790.75
ORD_001210,CUST_0144,2023-11-27,Electronics,West,4979.86
ORD_001211,CUST_0144,2023-07-01,Grocery,East,7918.72
ORD_001212,CUST_0145,2023-12-21,Grocery,East,10303.82
ORD_001213,CUST_0145,2024-05-29,Electronics,East,8893.18
ORD_001214,CUST_0145,2023-07-27,Home,East,13091.96
ORD_001215,CUST_0145,2023-05-05,Grocery,South,5886.55
ORD_001216,CUST_0145,2023-05-18,Home,North,9679.55
ORD_001217,CUST_0145,2023-12-05,Electronics,East,6924.36
ORD_001218,CUST_0145,2024-06-20,Fashion,West,12985.16
ORD_001219,CUST_0145,2023-03-09,Fashion,West,14129.01
ORD_001220,CUST_0145,2024-07-26,Fashion,East,14263.41
ORD_001221,CUST_0145,2024-06-24,Electronics,South,5755.25
ORD_001222,CUST_0145,2024-01-18,Fashion,South,2095.92
ORD_001223,CUST_0146,2023-10-04,Home,West,1113.96
ORD_001224,CUST_0146,2024-10-06,Fashion,East,7067.21
ORD_001225,CUST_0146,2023-12-09,Fashion,South,1378.77
ORD_001226,CUST_0146,2024-02-29,Fashion,West,862.01
ORD_001227,CUST_0146,2024-07-24,Grocery,East,7076.9
ORD_001228,CUST_0146,2024-05-25,Home,South,10442.66
ORD_001229,CUST_0146,2023-07-01,Fashion,East,9765.97
ORD_001230,CUST_0146,2024-04-02,Fashion,South,13283.43
ORD_001231,CUST_0146,2023-03-05,Fashion,North,12589.98
ORD_001232,CUST_0146,2023-09-17,Fashion,West,1639.09
ORD_001233,CUST_0146,2023-07-12,Grocery,West,1876.17
ORD_001234,CUST_0146,2024-10-16,Grocery,South,10688.28
ORD_001235,CUST_0147,2023-10-23,Grocery,North,14959.95
ORD_001236,CUST_0147,2024-10-01,Home,North,13511.81
ORD_001237,CUST_0147,2023-12-06,Grocery,East,14614.05
ORD_001238,CUST_0147,2024-09-19,Home,East,12787.12
ORD_001239,CUST_0147,2024-03-14,Fashion,South,5361.55
ORD_001240,CUST_0147,2023-05-24,Grocery,North,14642.48
ORD_001241,CUST_0147,2024-06-02,Electronics,North,12861.94
ORD_001242,CUST_0147,2023-02-14,Fashion,North,1734.0
ORD_001243,CUST_0147,2023-08-27,Grocery,South,1530.01
ORD_001244,CUST_0147,2023-06-04,Home,South,3825.8
ORD_001245,CUST_0147,2023-06-30,Home,South,4394.15
ORD_001246,CUST_0147,2023-08-03,Fashion,West,2928.62
ORD_001247,CUST_0147,2023-03-29,Electronics,West,14609.61
ORD_001248,CUST_0147,2023-09-13,Fashion,North,14532.54
ORD_001249,CUST_0148,2023-08-24,Grocery,West,5652.14
ORD_001250,CUST_0148,2023-02-25,Electronics,North,1407.19
ORD_001251,CUST_0148,2023-12-26,Electronics,South,12230.84
ORD_001252,CUST_0148,2023-04-20,Grocery,South,5468.35
ORD_001253,CUST_0148,2023-07-11,Grocery,West,2746.42
ORD_001254,CUST_0148,2023-04-03,Grocery,South,7525.8
ORD_001255,CUST_0148,2024-07-21,Grocery,East,8669.42
ORD_001256,CUST_0148,2023-03-01,Home,South,2488.65
ORD_001257,CUST_0148,2024-10-11,Fashion,South,7829.88
ORD_001258,CUST_0149,2023-12-21,Fashion,North,6569.81
ORD_001259,CUST_0149,2023-04-22,Electronics,South,11012.59
ORD_001260,CUST_0149,2024-03-21,Home,South,10174.58
ORD_001261,CUST_0149,2023-12-09,Home,North,13001.94
ORD_001262,CUST_0149,2023-05-25,Grocery,East,8301.33
ORD_001263,CUST_0149,2023-03-06,Grocery,North,14847.04
ORD_001264,CUST_0149,2023-09-04,Electronics,West,5886.28
ORD_001265,CUST_0149,2024-05-04,Grocery,North,7596.19
ORD_001266,CUST_0149,2024-03-14,Home,North,7642.25
ORD_001267,CUST_0150,2023-02-07,Fashion,East,11175.48
ORD_001268,CUST_0150,2023-07-30,Home,South,13109.29
ORD_001269,CUST_0150,2024-03-19,Fashion,West,14568.41
ORD_001270,CUST_0150,2023-11-23,Home,North,11253.24
ORD_001271,CUST_0150,2023-08-15,Grocery,South,2408.98
ORD_001272,CUST_0150,2023-02-17,Home,West,2896.88
ORD_001273,CUST_0150,2023-01-18,Grocery,West,7616.09
ORD_001274,CUST_0150,2024-03-14,Fashion,South,13596.27
ORD_001275,CUST_0150,2023-07-06,Home,North,8860.9
ORD_001276,CUST_0150,2023-12-11,Grocery,West,5881.96
ORD_001277,CUST_0150,2023-08-12,Fashion,South,4165.58
ORD_001278,CUST_0150,2024-05-02,Fashion,East,13462.79
ORD_001279,CUST_0150,2023-08-17,Home,North,11077.22
ORD_001280,CUST_0151,2023-09-12,Electronics,West,5959.69
ORD_001281,CUST_0151,2023-11-04,Electronics,South,4347.87
ORD_001282,CUST_0151,2023-12-11,Electronics,East,3392.83
ORD_001283,CUST_0151,2023-05-07,Home,South,3937.73
ORD_001284,CUST_0151,2023-10-14,Grocery,North,14197.65
ORD_001285,CUST_0151,2024-08-18,Home,West,13905.58
ORD_001286,CUST_0151,2024-05-01,Grocery,East,9054.24
ORD_001287,CUST_0151,2024-01-18,Electronics,North,11701.49
ORD_001288,CUST_0151,2024-02-10,Electronics,West,9421.18
ORD_001289,CUST_0151,2024-01-23,Fashion,South,7937.37
ORD_001290,CUST_0151,2024-06-08,Fashion,East,14060.0
ORD_001291,CUST_0151,2024-07-10,Fashion,North,10767.77
ORD_001292,CUST_0151,2024-09-30,Fashion,North,10278.79
ORD_001293,CUST_0151,2024-09-17,Fashion,North,1159.06
ORD_001294,CUST_0152,2024-04-11,Grocery,North,7290.79
ORD_001295,CUST_0152,2024-09-19,Home,East,2289.31
ORD_001296,CUST_0153,2024-02-21,Home,East,11429.14
ORD_001297,CUST_0153,2023-11-04,Home,North,5372.1
ORD_001298,CUST_0153,2024-10-10,Home,North,11714.03
ORD_001299,CUST_0153,2024-01-02,Electronics,North,3242.52
ORD_001300,CUST_0153,2023-01-01,Grocery,South,10586.56
ORD_001301,CUST_0154,2023-08-20,Fashion,South,5111.72
ORD_001302,CUST_0154,2023-02-11,Electronics,West,6751.13
ORD_001303,CUST_0154,2023-05-19,Home,North,4600.62
ORD_001304,CUST_0154,2024-09-06,Grocery,East,4741.49
ORD_001305,CUST_0154,2023-09-30,Electronics,East,4759.75
ORD_001306,CUST_0154,2024-04-25,Home,East,9737.87
ORD_001307,CUST_0154,2024-02-20,Grocery,North,9974.06
ORD_001308,CUST_0154,2024-05-20,Home,South,4786.99
ORD_001309,CUST_0154,2024-02-28,Fashion,East,9194.6
ORD_001310,CUST_0154,2024-02-11,Home,West,5580.99
ORD_001311,CUST_0154,2024-07-21,Electronics,East,5426.67
ORD_001312,CUST_0154,2024-01-25,Electronics,West,10332.65
ORD_001313,CUST_0155,2023-04-15,Grocery,West,14856.58
ORD_001314,CUST_0155,2023-08-16,Fashion,West,5429.59
ORD_001315,CUST_0156,2023-07-29,Home,West,9130.59
ORD_001316,CUST_0156,2024-08-31,Home,East,14537.11
ORD_001317,CUST_0156,2024-03-22,Electronics,East,7772.01
ORD_001318,CUST_0156,2024-04-04,Fashion,West,7328.92
ORD_001319,CUST_0156,2024-04-16,Fashion,North,11392.07
ORD_001320,CUST_0156,2024-01-05,Home,West,8879.42
ORD_001321,CUST_0156,2024-05-06,Grocery,West,12352.41
ORD_001322,CUST_0156,2023-05-17,Fashion,East,1306.28
ORD_001323,CUST_0156,2024-01-02,Grocery,East,3580.49
ORD_001324,CUST_0157,2024-07-09,Grocery,West,5051.23
ORD_001325,CUST_0157,2023-10-09,Grocery,West,4438.68
ORD_001326,CUST_0157,2023-06-11,Electronics,South,3177.17
ORD_001327,CUST_0157,2023-12-17,Fashion,North,6734.39
ORD_001328,CUST_0157,2024-03-09,Electronics,West,2238.42
ORD_001329,CUST_0157,2023-05-20,Fashion,North,8206.1
ORD_001330,CUST_0158,2023-05-23,Home,East,720.06
ORD_001331,CUST_0158,2023-09-07,Grocery,South,2034.87
ORD_001332,CUST_0158,2023-10-29,Grocery,South,8085.57
ORD_001333,CUST_0158,2023-01-25,Home,East,6457.43
ORD_001334,CUST_0158,2023-03-11,Fashion,North,14168.56
ORD_001335,CUST_0158,2024-09-16,Home,East,4182.1
ORD_001336,CUST_0158,2023-04-22,Home,North,1931.69
ORD_001337,CUST_0159,2023-11-07,Electronics,East,9125.29
ORD_001338,CUST_0159,2024-07-02,Electronics,West,970.43
ORD_001339,CUST_0159,2023-02-25,Fashion,East,8218.23
ORD_001340,CUST_0159,2024-03-18,Home,East,3001.6
ORD_001341,CUST_0159,2023-08-25,Grocery,West,4797.19
ORD_001342,CUST_0159,2023-07-16,Electronics,North,12371.73
ORD_001343,CUST_0160,2024-08-28,Electronics,East,8829.33
ORD_001344,CUST_0160,2024-04-01,Electronics,East,10487.06
ORD_001345,CUST_0160,2024-09-06,Fashion,North,11305.1
ORD_001346,CUST_0160,2024-05-09,Fashion,South,13490.32
ORD_001347,CUST_0160,2023-09-04,Home,West,2795.41
ORD_001348,CUST_0160,2024-06-26,Electronics,North,8581.0
ORD_001349,CUST_0160,2024-07-17,Electronics,North,12601.57
ORD_001350,CUST_0160,2024-08-10,Home,South,13736.94
ORD_001351,CUST_0160,2024-03-14,Grocery,South,3148.75
ORD_001352,CUST_0160,2023-10-05,Home,North,8858.85
ORD_001353,CUST_0160,2024-07-05,Electronics,East,11831.83
ORD_001354,CUST_0161,2023-03-01,Grocery,North,5021.13
ORD_001355,CUST_0161,2023-01-06,Fashion,South,9985.32
ORD_001356,CUST_0161,2024-07-23,Fashion,South,5315.59
ORD_001357,CUST_0161,2024-02-11,Electronics,South,12750.5
ORD_001358,CUST_0161,2023-08-05,Grocery,West,3967.57
ORD_001359,CUST_0161,2023-01-26,Grocery,East,11716.8
ORD_001360,CUST_0162,2024-02-23,Electronics,East,5646.02
ORD_001361,CUST_0162,2023-12-03,Electronics,South,10299.43
ORD_001362,CUST_0162,2024-02-23,Fashion,North,1516.57
ORD_001363,CUST_0162,2024-09-03,Grocery,South,3135.79
ORD_001364,CUST_0162,2023-05-02,Grocery,West,12495.88
ORD_001365,CUST_0162,2024-03-07,Fashion,West,6578.15
ORD_001366,CUST_0162,2023-02-13,Home,West,13250.29
ORD_001367,CUST_0162,2023-11-13,Grocery,East,3855.02
ORD_001368,CUST_0162,2024-01-16,Home,East,11106.55
ORD_001369,CUST_0162,2023-05-25,Electronics,East,3696.47
ORD_001370,CUST_0162,2023-11-23,Home,East,14047.41
ORD_001371,CUST_0162,2023-12-29,Grocery,East,9713.51
ORD_001372,CUST_0162,2023-02-19,Electronics,West,6346.55
ORD_001373,CUST_0163,2023-08-18,Fashion,South,14176.03
ORD_001374,CUST_0163,2024-10-19,Electronics,South,2060.41
ORD_001375,CUST_0163,2023-07-16,Electronics,East,7756.92
ORD_001376,CUST_0163,2024-02-27,Fashion,South,4117.79
ORD_001377,CUST_0163,2024-07-25,Fashion,West,4478.58
ORD_001378,CUST_0163,2024-09-01,Fashion,West,3620.46
ORD_001379,CUST_0163,2023-06-20,Home,East,8611.38
ORD_001380,CUST_0163,2024-01-17,Fashion,East,10836.27
ORD_001381,CUST_0163,2023-06-22,Home,West,5203.01
ORD_001382,CUST_0163,2024-10-24,Electronics,North,3557.85
ORD_001383,CUST_0163,2024-03-28,Home,South,12396.19
ORD_001384,CUST_0164,2024-06-17,Electronics,West,3271.42
ORD_001385,CUST_0164,2023-07-12,Fashion,North,6749.27
ORD_001386,CUST_0164,2023-05-30,Grocery,North,3372.38
ORD_001387,CUST_0164,2024-05-29,Fashion,East,13363.23
ORD_001388,CUST_0165,2023-02-16,Home,East,11480.6
ORD_001389,CUST_0165,2023-09-13,Fashion,South,1719.85
ORD_001390,CUST_0165,2023-01-30,Fashion,South,1953.56
ORD_001391,CUST_0165,2023-10-08,Electronics,North,10094.92
ORD_001392,CUST_0165,2023-08-25,Home,West,2863.78
ORD_001393,CUST_0165,2023-09-05,Grocery,East,843.76
ORD_001394,CUST_0166,2023-08-02,Fashion,South,1234.03
ORD_001395,CUST_0166,2024-05-17,Grocery,West,8822.27
ORD_001396,CUST_0166,2024-03-23,Fashion,East,915.46
ORD_001397,CUST_0166,2024-07-29,Fashion,West,663.89
ORD_001398,CUST_0166,2023-09-15,Home,East,4943.28
ORD_001399,CUST_0166,2023-05-01,Home,South,9031.11
ORD_001400,CUST_0167,2024-10-03,Home,West,12350.93
ORD_001401,CUST_0167,2024-04-18,Electronics,South,1882.73
ORD_001402,CUST_0167,2023-10-10,Home,South,5393.09
ORD_001403,CUST_0167,2024-08-13,Home,North,1711.11
ORD_001404,CUST_0167,2023-03-13,Home,South,11410.79
ORD_001405,CUST_0167,2023-09-20,Electronics,West,7641.76
ORD_001406,CUST_0167,2024-07-28,Electronics,North,5348.82
ORD_001407,CUST_0167,2023-01-12,Home,East,8184.14
ORD_001408,CUST_0167,2023-05-21,Grocery,North,8793.94
ORD_001409,CUST_0167,2024-07-08,Home,North,11522.33
ORD_001410,CUST_0167,2023-01-17,Home,North,2664.12
ORD_001411,CUST_0167,2023-03-04,Fashion,East,5735.58
ORD_001412,CUST_0167,2023-09-10,Fashion,West,10355.61
ORD_001413,CUST_0167,2024-04-09,Electronics,South,1002.75
ORD_001414,CUST_0168,2024-04-15,Electronics,West,12453.08
ORD_001415,CUST_0168,2023-02-03,Fashion,North,2766.6
ORD_001416,CUST_0168,2024-10-14,Fashion,East,5726.88
ORD_001417,CUST_0168,2024-03-02,Fashion,West,4424.34
ORD_001418,CUST_0168,2023-08-09,Fashion,North,14892.44
ORD_001419,CUST_0168,2024-06-17,Fashion,East,14832.1
ORD_001420,CUST_0168,2024-01-02,Grocery,South,12010.36
ORD_001421,CUST_0168,2024-07-03,Home,East,8878.2
ORD_001422,CUST_0168,2024-08-04,Electronics,East,4696.87
ORD_001423,CUST_0168,2023-04-26,Electronics,West,9481.15
ORD_001424,CUST_0168,2023-08-27,Home,South,6698.55
ORD_001425,CUST_0168,2023-12-01,Home,West,8681.36
ORD_001426,CUST_0168,2024-03-16,Home,West,3422.16
ORD_001427,CUST_0168,2023-05-28,Electronics,East,10491.77
ORD_001428,CUST_0169,2023-12-07,Grocery,South,8092.21
ORD_001429,CUST_0169,2023-01-04,Home,East,7328.78
ORD_001430,CUST_0170,2023-12-14,Grocery,North,2458.66
ORD_001431,CUST_0170,2023-11-17,Grocery,South,13398.86
ORD_001432,CUST_0170,2024-07-12,Fashion,South,11604.52
ORD_001433,CUST_0170,2023-06-30,Fashion,West,519.52
ORD_001434,CUST_0170,2024-09-09,Home,South,2579.23
ORD_001435,CUST_0170,2024-01-21,Home,North,7228.97
ORD_001436,CUST_0170,2024-09-09,Fashion,West,5195.38
ORD_001437,CUST_0170,2023-04-18,Home,North,9957.41
ORD_001438,CUST_0170,2024-06-14,Grocery,North,9931.17
ORD_001439,CUST_0170,2024-02-14,Electronics,South,2269.11
ORD_001440,CUST_0170,2023-10-23,Fashion,East,2144.89
ORD_001441,CUST_0170,2023-06-20,Home,South,3160.06
ORD_001442,CUST_0171,2023-11-18,Fashion,North,10256.28
ORD_001443,CUST_0171,2023-01-12,Home,West,7642.69
ORD_001444,CUST_0171,2024-02-28,Fashion,East,12180.13
ORD_001445,CUST_0171,2023-03-14,Fashion,North,12186.69
ORD_001446,CUST_0171,2024-08-10,Electronics,West,2905.56
ORD_001447,CUST_0171,2023-07-20,Grocery,West,5759.93
ORD_001448,CUST_0171,2024-06-05,Fashion,South,12677.4
ORD_001449,CUST_0171,2024-05-19,Home,South,12102.99
ORD_001450,CUST_0171,2023-02-08,Fashion,West,2684.97
ORD_001451,CUST_0171,2023-03-01,Fashion,West,14876.08
ORD_001452,CUST_0172,2023-07-25,Fashion,South,4789.45
ORD_001453,CUST_0172,2024-09-30,Home,North,4443.34
ORD_001454,CUST_0172,2023-12-22,Grocery,North,10096.6
ORD_001455,CUST_0172,2024-03-15,Home,East,9105.19
ORD_001456,CUST_0172,2023-04-06,Grocery,South,11067.28
ORD_001457,CUST_0172,2023-06-13,Home,North,10143.31
ORD_001458,CUST_0172,2023-05-28,Fashion,North,5469.6
ORD_001459,CUST_0173,2024-02-05,Electronics,West,4189.98
